Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served,Total Dwell Time,Branch_Direction,Weekday_Hour,previous_bus_delay
39-Flamingo,East,Friday,Full service,39 Flamingo,April,13,1806,1851,45,0.02,1904,53,0.03,-57,2,252,504,39 Flamingo_East,Friday_13,174.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,14,1779,1786,7,0.0,1839,53,0.03,177,3,183,549,39 Flamingo_East,Friday_14,-57.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,15,1809,1853,44,0.02,1897,44,0.02,56,3,202,606,39 Flamingo_East,Friday_15,177.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,16,1471,1516,45,0.03,1733,217,0.15,534,8,439,3512,39 Flamingo_East,Friday_16,56.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,17,1474,1518,44,0.03,1672,154,0.1,251,9,235,2115,39 Flamingo_East,Friday_17,534.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,18,1527,1561,34,0.02,1961,400,0.26,272,7,369,2583,39 Flamingo_East,Friday_18,251.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,19,1789,1807,18,0.01,1846,39,0.02,-4,4,195,780,39 Flamingo_East,Friday_19,272.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,20,1785,1806,21,0.01,1822,16,0.01,-59,5,201,1005,39 Flamingo_East,Friday_20,-4.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,21,1779,1784,5,0.0,1811,27,0.02,97,5,208,1040,39 Flamingo_East,Friday_21,-59.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,22,1813,1821,8,0.0,1837,16,0.01,38,6,256,1536,39 Flamingo_East,Friday_22,97.0
39-Flamingo,East,Friday,Full service,39 Flamingo,April,23,1794,1817,23,0.01,1852,35,0.02,90,5,186,930,39 Flamingo_East,Friday_23,38.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,5,2727,2728,1,0.0,2736,8,0.0,-49,3,162,486,39 Flamingo_West,Saturday_5,20.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,6,2714,2739,25,0.01,2781,42,0.02,147,6,176,1056,39 Flamingo_West,Saturday_6,-49.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,7,2683,2723,40,0.01,2766,43,0.02,135,2,147,294,39 Flamingo_West,Saturday_7,147.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,8,2672,2675,3,0.0,2702,27,0.01,89,6,170,1020,39 Flamingo_West,Saturday_8,135.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,9,2675,3178,503,0.19,3236,58,0.02,-24,5,137,685,39 Flamingo_West,Saturday_9,89.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,10,2712,2988,276,0.1,3035,47,0.02,-18,4,92,368,39 Flamingo_West,Saturday_10,-24.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,11,2691,2725,34,0.01,2751,26,0.01,4,2,135,270,39 Flamingo_West,Saturday_11,-18.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,12,2699,2717,18,0.01,2722,5,0.0,170,4,103,412,39 Flamingo_West,Saturday_12,4.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,13,2689,2719,30,0.01,2768,49,0.02,24,3,109,327,39 Flamingo_West,Saturday_13,170.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,14,2677,2682,5,0.0,2696,14,0.01,76,4,121,484,39 Flamingo_West,Saturday_14,24.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,15,2692,2704,12,0.0,2722,18,0.01,-2,6,135,810,39 Flamingo_West,Saturday_15,76.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,16,2700,2707,7,0.0,2727,20,0.01,71,2,154,308,39 Flamingo_West,Saturday_16,-2.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,17,2716,2720,4,0.0,2721,1,0.0,21,3,138,414,39 Flamingo_West,Saturday_17,71.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,18,2717,2723,6,0.0,2761,38,0.01,118,4,174,696,39 Flamingo_West,Saturday_18,21.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,19,2701,2746,45,0.02,2771,25,0.01,15,3,112,336,39 Flamingo_West,Saturday_19,118.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,20,2686,2697,11,0.0,2738,41,0.02,-8,2,129,258,39 Flamingo_West,Saturday_20,15.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,21,2712,2738,26,0.01,2786,48,0.02,106,2,177,354,39 Flamingo_West,Saturday_21,-8.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,22,2674,2704,30,0.01,2725,21,0.01,150,6,155,930,39 Flamingo_West,Saturday_22,106.0
39-Flamingo,West,Saturday,Reduced service,39 Flamingo,April,23,2705,2729,24,0.01,2747,18,0.01,-42,6,133,798,39 Flamingo_West,Saturday_23,150.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,5,2687,2700,13,0.0,2753,53,0.02,82,4,166,664,39 Flamingo_East,Sunday_5,90.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,6,2706,2745,39,0.01,2745,0,0.0,-42,6,149,894,39 Flamingo_East,Sunday_6,82.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,7,2711,2733,22,0.01,2793,60,0.02,-7,2,171,342,39 Flamingo_East,Sunday_7,-42.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,8,2710,2749,39,0.01,2753,4,0.0,-43,3,90,270,39 Flamingo_East,Sunday_8,-7.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,9,2730,2758,28,0.01,2815,57,0.02,163,2,103,206,39 Flamingo_East,Sunday_9,-43.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,10,2696,2704,8,0.0,2735,31,0.01,48,5,127,635,39 Flamingo_East,Sunday_10,163.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,11,2701,2722,21,0.01,2728,6,0.0,159,5,143,715,39 Flamingo_East,Sunday_11,48.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,12,2697,2719,22,0.01,2735,16,0.01,19,3,160,480,39 Flamingo_East,Sunday_12,159.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,13,2692,2720,28,0.01,2747,27,0.01,34,2,151,302,39 Flamingo_East,Sunday_13,19.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,14,2725,2769,44,0.02,2792,23,0.01,154,5,174,870,39 Flamingo_East,Sunday_14,34.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,15,2698,2742,44,0.02,2775,33,0.01,-3,3,145,435,39 Flamingo_East,Sunday_15,154.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,16,2670,2693,23,0.01,2709,16,0.01,16,3,169,507,39 Flamingo_East,Sunday_16,-3.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,17,2722,2750,28,0.01,2788,38,0.01,12,2,163,326,39 Flamingo_East,Sunday_17,16.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,18,2725,2963,238,0.09,2963,0,0.0,-38,4,165,660,39 Flamingo_East,Sunday_18,12.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,19,2728,2767,39,0.01,2776,9,0.0,66,3,96,288,39 Flamingo_East,Sunday_19,-38.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,20,2704,2732,28,0.01,2786,54,0.02,18,6,158,948,39 Flamingo_East,Sunday_20,66.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,21,2687,2729,42,0.02,2782,53,0.02,66,2,165,330,39 Flamingo_East,Sunday_21,18.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,22,2688,2696,8,0.0,2748,52,0.02,84,3,143,429,39 Flamingo_East,Sunday_22,66.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,April,23,2727,2743,16,0.01,2767,24,0.01,-11,4,160,640,39 Flamingo_East,Sunday_23,84.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,5,1772,1801,29,0.02,1827,26,0.01,56,4,240,960,39 Flamingo_West,Monday_5,-42.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,6,1801,1825,24,0.01,1826,1,0.0,176,4,292,1168,39 Flamingo_West,Monday_6,56.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,7,1476,1516,40,0.03,1815,299,0.2,509,10,402,4020,39 Flamingo_West,Monday_7,176.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,8,1495,1529,34,0.02,1919,390,0.26,524,7,391,2737,39 Flamingo_West,Monday_8,509.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,9,1479,1519,40,0.03,1853,334,0.23,485,8,237,1896,39 Flamingo_West,Monday_9,524.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,10,1777,1807,30,0.02,1837,30,0.02,107,5,156,780,39 Flamingo_West,Monday_10,485.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,11,1810,1821,11,0.01,1829,8,0.0,19,4,185,740,39 Flamingo_West,Monday_11,107.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,12,1785,1826,41,0.02,1865,39,0.02,-3,4,263,1052,39 Flamingo_West,Monday_12,19.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,13,1801,1821,20,0.01,1835,14,0.01,165,4,154,616,39 Flamingo_West,Monday_13,-3.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,14,1811,1854,43,0.02,1914,60,0.03,-9,6,203,1218,39 Flamingo_West,Monday_14,165.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,15,1779,1789,10,0.01,1794,5,0.0,156,6,162,972,39 Flamingo_West,Monday_15,-9.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,16,1476,1503,27,0.02,1825,322,0.22,227,12,387,4644,39 Flamingo_West,Monday_16,156.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,17,1492,1518,26,0.02,1871,353,0.24,386,9,288,2592,39 Flamingo_West,Monday_17,227.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,18,1523,1550,27,0.02,1948,398,0.26,595,11,292,3212,39 Flamingo_West,Monday_18,386.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,19,1826,1854,28,0.02,1880,26,0.01,-27,2,157,314,39 Flamingo_West,Monday_19,595.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,20,1791,1792,1,0.0,1851,59,0.03,-36,6,201,1206,39 Flamingo_West,Monday_20,-27.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,21,1784,1790,6,0.0,1818,28,0.02,-9,5,255,1275,39 Flamingo_West,Monday_21,-36.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,22,1822,1858,36,0.02,1884,26,0.01,116,4,288,1152,39 Flamingo_West,Monday_22,-9.0
39-Flamingo,West,Monday,Full service,39 Flamingo,May,23,1795,1807,12,0.01,1848,41,0.02,151,4,296,1184,39 Flamingo_West,Monday_23,116.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,5,1806,1814,8,0.0,1845,31,0.02,97,6,153,918,39 Flamingo_West,Tuesday_5,151.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,6,1772,1787,15,0.01,1817,30,0.02,176,2,166,332,39 Flamingo_West,Tuesday_6,97.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,7,1499,1517,18,0.01,1658,141,0.09,432,7,337,2359,39 Flamingo_West,Tuesday_7,176.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,8,1492,1531,39,0.03,1868,337,0.23,323,11,267,2937,39 Flamingo_West,Tuesday_8,432.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,9,1485,1514,29,0.02,1664,150,0.1,555,9,369,3321,39 Flamingo_West,Tuesday_9,323.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,10,1824,1831,7,0.0,1853,22,0.01,56,4,217,868,39 Flamingo_West,Tuesday_10,555.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,11,1828,1838,10,0.01,1855,17,0.01,64,5,195,975,39 Flamingo_West,Tuesday_11,56.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,12,1816,1845,29,0.02,1887,42,0.02,162,2,181,362,39 Flamingo_West,Tuesday_12,64.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,13,1796,1832,36,0.02,1860,28,0.02,147,5,257,1285,39 Flamingo_West,Tuesday_13,162.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,14,1801,1833,32,0.02,1880,47,0.03,175,5,288,1440,39 Flamingo_West,Tuesday_14,147.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,15,1788,1816,28,0.02,1839,23,0.01,54,6,233,1398,39 Flamingo_West,Tuesday_15,175.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,16,1516,1546,30,0.02,1923,377,0.25,381,7,334,2338,39 Flamingo_West,Tuesday_16,54.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,17,1494,1503,9,0.01,1700,197,0.13,549,11,442,4862,39 Flamingo_West,Tuesday_17,381.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,18,1473,1514,41,0.03,1888,374,0.25,135,9,324,2916,39 Flamingo_West,Tuesday_18,549.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,19,1820,1837,17,0.01,1839,2,0.0,-8,2,249,498,39 Flamingo_West,Tuesday_19,135.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,20,1774,1816,42,0.02,1844,28,0.02,-15,6,247,1482,39 Flamingo_West,Tuesday_20,-8.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,21,1820,1853,33,0.02,1870,17,0.01,-1,3,229,687,39 Flamingo_West,Tuesday_21,-15.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,22,1773,1807,34,0.02,1807,0,0.0,145,5,281,1405,39 Flamingo_West,Tuesday_22,-1.0
39-Flamingo,West,Tuesday,Full service,39 Flamingo,May,23,1778,1799,21,0.01,1845,46,0.03,-35,2,196,392,39 Flamingo_West,Tuesday_23,145.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,5,1775,1811,36,0.02,1839,28,0.02,-56,6,233,1398,39 Flamingo_East,Wednesday_5,-11.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,6,1809,1830,21,0.01,1864,34,0.02,65,6,289,1734,39 Flamingo_East,Wednesday_6,-56.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,7,1508,1525,17,0.01,1797,272,0.18,396,6,375,2250,39 Flamingo_East,Wednesday_7,65.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,8,1471,1473,2,0.0,1718,245,0.17,560,9,355,3195,39 Flamingo_East,Wednesday_8,396.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,9,1505,1527,22,0.01,1679,152,0.1,311,12,435,5220,39 Flamingo_East,Wednesday_9,560.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,10,1804,1844,40,0.02,1845,1,0.0,94,4,242,968,39 Flamingo_East,Wednesday_10,311.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,11,1777,1791,14,0.01,1810,19,0.01,22,5,283,1415,39 Flamingo_East,Wednesday_11,94.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,12,1806,1807,1,0.0,1846,39,0.02,92,5,221,1105,39 Flamingo_East,Wednesday_12,22.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,13,1819,1857,38,0.02,1915,58,0.03,-51,5,150,750,39 Flamingo_East,Wednesday_13,92.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,14,1778,1784,6,0.0,1784,0,0.0,73,4,236,944,39 Flamingo_East,Wednesday_14,-51.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,15,1779,1812,33,0.02,1863,51,0.03,172,5,215,1075,39 Flamingo_East,Wednesday_15,73.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,16,1511,1512,1,0.0,1854,342,0.23,492,12,294,3528,39 Flamingo_East,Wednesday_16,172.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,17,1471,1509,38,0.03,1734,225,0.15,540,12,300,3600,39 Flamingo_East,Wednesday_17,492.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,18,1524,1552,28,0.02,1756,204,0.13,594,8,445,3560,39 Flamingo_East,Wednesday_18,540.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,19,1796,2474,678,0.38,2513,39,0.02,154,4,246,984,39 Flamingo_East,Wednesday_19,594.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,20,1789,2071,282,0.16,2080,9,0.01,142,2,179,358,39 Flamingo_East,Wednesday_20,154.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,21,1821,1857,36,0.02,1917,60,0.03,-47,4,159,636,39 Flamingo_East,Wednesday_21,142.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,22,1821,1832,11,0.01,1838,6,0.0,-18,3,288,864,39 Flamingo_East,Wednesday_22,-47.0
39-Flamingo,East,Wednesday,Full service,39 Flamingo,May,23,1817,1858,41,0.02,1887,29,0.02,77,6,178,1068,39 Flamingo_East,Wednesday_23,-18.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,5,1808,1833,25,0.01,1886,53,0.03,-59,6,283,1698,39 Flamingo_West,Thursday_5,-35.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,6,1793,1798,5,0.0,1857,59,0.03,19,3,278,834,39 Flamingo_West,Thursday_6,-59.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,7,1477,1492,15,0.01,1625,133,0.09,577,12,229,2748,39 Flamingo_West,Thursday_7,19.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,8,1512,1553,41,0.03,1818,265,0.18,489,8,255,2040,39 Flamingo_West,Thursday_8,577.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,9,1475,1519,44,0.03,1871,352,0.24,389,8,256,2048,39 Flamingo_West,Thursday_9,489.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,10,1775,1814,39,0.02,1843,29,0.02,-19,2,234,468,39 Flamingo_West,Thursday_10,389.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,11,1803,1804,1,0.0,1852,48,0.03,-27,4,179,716,39 Flamingo_West,Thursday_11,-19.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,12,1782,1783,1,0.0,1834,51,0.03,70,2,235,470,39 Flamingo_West,Thursday_12,-27.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,13,1815,1834,19,0.01,1868,34,0.02,141,4,299,1196,39 Flamingo_West,Thursday_13,70.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,14,1770,1789,19,0.01,1834,45,0.03,-2,3,201,603,39 Flamingo_West,Thursday_14,141.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,15,1830,1833,3,0.0,1886,53,0.03,34,4,202,808,39 Flamingo_West,Thursday_15,-2.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,16,1524,1533,9,0.01,1693,160,0.1,383,5,433,2165,39 Flamingo_West,Thursday_16,34.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,17,1502,1536,34,0.02,1755,219,0.15,455,9,270,2430,39 Flamingo_West,Thursday_17,383.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,18,1476,1485,9,0.01,1629,144,0.1,187,6,349,2094,39 Flamingo_West,Thursday_18,455.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,19,1829,1835,6,0.0,1860,25,0.01,73,5,226,1130,39 Flamingo_West,Thursday_19,187.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,20,1806,1844,38,0.02,1853,9,0.0,114,4,268,1072,39 Flamingo_West,Thursday_20,73.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,21,1788,1825,37,0.02,1871,46,0.03,156,6,282,1692,39 Flamingo_West,Thursday_21,114.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,22,1816,1840,24,0.01,1856,16,0.01,31,4,257,1028,39 Flamingo_West,Thursday_22,156.0
39-Flamingo,West,Thursday,Full service,39 Flamingo,May,23,1830,1842,12,0.01,1862,20,0.01,-54,5,164,820,39 Flamingo_West,Thursday_23,31.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,5,1806,1816,10,0.01,1837,21,0.01,148,2,259,518,39 Flamingo_West,Friday_5,-54.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,6,1790,1811,21,0.01,1837,26,0.01,-10,5,172,860,39 Flamingo_West,Friday_6,148.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,7,1517,1540,23,0.02,1835,295,0.19,577,8,402,3216,39 Flamingo_West,Friday_7,-10.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,8,1512,1542,30,0.02,1822,280,0.19,268,11,246,2706,39 Flamingo_West,Friday_8,577.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,9,1504,1526,22,0.01,1881,355,0.24,477,8,322,2576,39 Flamingo_West,Friday_9,268.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,10,1810,1837,27,0.01,1877,40,0.02,107,6,225,1350,39 Flamingo_West,Friday_10,477.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,11,1778,1783,5,0.0,1832,49,0.03,-15,5,214,1070,39 Flamingo_West,Friday_11,107.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,12,1779,1819,40,0.02,1835,16,0.01,79,5,242,1210,39 Flamingo_West,Friday_12,-15.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,13,1793,1826,33,0.02,1846,20,0.01,56,4,238,952,39 Flamingo_West,Friday_13,79.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,14,1773,1810,37,0.02,1841,31,0.02,56,6,237,1422,39 Flamingo_West,Friday_14,56.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,15,1819,2039,220,0.12,2066,27,0.01,-38,3,181,543,39 Flamingo_West,Friday_15,56.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,16,1528,1560,32,0.02,1702,142,0.09,288,6,250,1500,39 Flamingo_West,Friday_16,-38.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,17,1516,1560,44,0.03,1697,137,0.09,477,9,246,2214,39 Flamingo_West,Friday_17,288.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,18,1502,1508,6,0.0,1798,290,0.19,325,10,267,2670,39 Flamingo_West,Friday_18,477.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,19,1806,1834,28,0.02,1857,23,0.01,179,3,174,522,39 Flamingo_West,Friday_19,325.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,20,1771,1807,36,0.02,1866,59,0.03,16,6,269,1614,39 Flamingo_West,Friday_20,179.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,21,1778,1780,2,0.0,1806,26,0.01,84,6,268,1608,39 Flamingo_West,Friday_21,16.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,22,1770,1801,31,0.02,1851,50,0.03,51,2,226,452,39 Flamingo_West,Friday_22,84.0
39-Flamingo,West,Friday,Full service,39 Flamingo,May,23,1825,1827,2,0.0,1877,50,0.03,92,5,261,1305,39 Flamingo_West,Friday_23,51.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,5,2712,2749,37,0.01,2796,47,0.02,61,4,170,680,39 Flamingo_East,Saturday_5,77.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,6,2673,2692,19,0.01,2752,60,0.02,99,2,127,254,39 Flamingo_East,Saturday_6,61.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,7,2698,2708,10,0.0,2723,15,0.01,19,3,127,381,39 Flamingo_East,Saturday_7,99.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,8,2694,2713,19,0.01,2744,31,0.01,103,3,103,309,39 Flamingo_East,Saturday_8,19.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,9,2671,2700,29,0.01,2738,38,0.01,75,4,115,460,39 Flamingo_East,Saturday_9,103.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,10,2685,2686,1,0.0,2692,6,0.0,-3,2,126,252,39 Flamingo_East,Saturday_10,75.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,11,2675,2699,24,0.01,2712,13,0.0,-19,3,176,528,39 Flamingo_East,Saturday_11,-3.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,12,2722,2766,44,0.02,2814,48,0.02,172,2,135,270,39 Flamingo_East,Saturday_12,-19.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,13,2699,2702,3,0.0,2738,36,0.01,135,2,117,234,39 Flamingo_East,Saturday_13,172.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,14,2678,2687,9,0.0,2696,9,0.0,176,4,112,448,39 Flamingo_East,Saturday_14,135.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,15,2716,2725,9,0.0,2730,5,0.0,-3,3,157,471,39 Flamingo_East,Saturday_15,176.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,16,2676,2720,44,0.02,2760,40,0.01,179,5,113,565,39 Flamingo_East,Saturday_16,-3.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,17,2689,3281,592,0.22,3308,27,0.01,-29,6,105,630,39 Flamingo_East,Saturday_17,179.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,18,2713,2732,19,0.01,2785,53,0.02,162,5,119,595,39 Flamingo_East,Saturday_18,-29.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,19,2690,2730,40,0.01,2746,16,0.01,65,2,124,248,39 Flamingo_East,Saturday_19,162.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,20,2701,2711,10,0.0,2763,52,0.02,-27,6,178,1068,39 Flamingo_East,Saturday_20,65.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,21,2687,2705,18,0.01,2734,29,0.01,48,4,108,432,39 Flamingo_East,Saturday_21,-27.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,22,2679,2721,42,0.02,2722,1,0.0,45,5,130,650,39 Flamingo_East,Saturday_22,48.0
39-Flamingo,East,Saturday,Reduced service,39 Flamingo,May,23,2701,2746,45,0.02,2775,29,0.01,22,3,142,426,39 Flamingo_East,Saturday_23,45.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,5,2696,3411,715,0.27,3428,17,0.01,132,5,93,465,39 Flamingo_East,Sunday_5,22.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,6,2673,2674,1,0.0,2703,29,0.01,67,6,116,696,39 Flamingo_East,Sunday_6,132.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,7,2684,2725,41,0.02,2748,23,0.01,-18,3,148,444,39 Flamingo_East,Sunday_7,67.0
39-Flamingo,East,Sunday,Reduced service,39 Flamingo,May,8,2718,2718,0,0.0,2744,26,0.01,48,3,117,351,39 Flamingo_East,Sunday_8,-18.0
