Route,Direction,Weekday,Service Day,Branch,Month,Hour,Average Headway,Actual Gap,Additional Time due to Missing Service,% Additional Time due to Missing Service,Waiting Time as Experienced,Additional Time due to Bunching,% Additional Time due to Bunching,Schedule Adherence,Dwell Time at Stops,Stops Served
29-Barrington,South,Thursday,Full service,29 Barrington,May,16,15:10,15:14,0:04,0%,20:33,5:19,35%,9:19,0:06,355
29-Barrington,South,Thursday,Full service,29 Barrington,May,17,14:44,15:28,0:44,5%,19:26,3:58,27%,2:36,0:10,385
29-Barrington,South,Thursday,Full service,29 Barrington,May,18,14:35,14:50,0:15,2%,20:42,5:52,40%,9:52,0:11,241
29-Barrington,South,Thursday,Full service,29 Barrington,May,19,19:51,20:25,0:34,3%,20:31,0:06,1%,1:02,0:03,182
29-Barrington,South,Thursday,Full service,29 Barrington,May,20,20:20,20:34,0:14,1%,21:24,0:50,4%,-0:11,0:04,167
29-Barrington,South,Thursday,Full service,29 Barrington,May,21,20:24,20:53,0:29,2%,21:47,0:54,4%,-0:05,0:06,165
29-Barrington,South,Thursday,Full service,29 Barrington,May,22,19:32,19:54,0:22,2%,20:42,0:48,4%,1:11,0:04,294
29-Barrington,South,Thursday,Full service,29 Barrington,May,23,20:13,20:46,0:33,3%,21:37,0:51,4%,0:16,0:02,232
29-Barrington,North,Friday,Full service,29 Barrington,May,5,19:52,20:15,0:23,2%,20:40,0:25,2%,1:20,0:02,242
29-Barrington,North,Friday,Full service,29 Barrington,May,6,20:10,20:50,0:40,3%,21:18,0:28,2%,1:31,0:02,222
29-Barrington,North,Friday,Full service,29 Barrington,May,7,15:28,15:38,0:10,1%,18:05,2:27,16%,7:00,0:07,394
29-Barrington,North,Friday,Full service,29 Barrington,May,8,14:56,15:09,0:13,1%,21:02,5:53,39%,4:31,0:09,327
29-Barrington,North,Friday,Full service,29 Barrington,May,9,14:49,15:14,0:25,3%,21:12,5:58,40%,9:52,0:05,409
29-Barrington,North,Friday,Full service,29 Barrington,May,10,19:46,20:20,0:34,3%,20:44,0:24,2%,2:12,0:02,152
29-Barrington,North,Friday,Full service,29 Barrington,May,11,19:40,20:11,0:31,3%,21:08,0:57,5%,0:30,0:03,238
29-Barrington,North,Friday,Full service,29 Barrington,May,12,20:30,20:33,0:03,0%,21:26,0:53,4%,0:00,0:03,251
29-Barrington,North,Friday,Full service,29 Barrington,May,13,19:32,19:38,0:06,1%,20:38,1:00,5%,1:26,0:06,262
29-Barrington,North,Friday,Full service,29 Barrington,May,14,20:26,20:45,0:19,2%,20:57,0:12,1%,1:37,0:04,294
29-Barrington,North,Friday,Full service,29 Barrington,May,15,19:35,20:06,0:31,3%,20:59,0:53,5%,2:36,0:05,219
29-Barrington,North,Friday,Full service,29 Barrington,May,16,14:53,15:20,0:27,3%,21:47,6:27,43%,4:07,0:11,294
29-Barrington,North,Friday,Full service,29 Barrington,May,17,15:17,19:02,3:45,25%,22:02,3:00,20%,3:59,0:06,231
29-Barrington,North,Friday,Full service,29 Barrington,May,18,14:37,24:03,9:26,65%,28:41,4:38,32%,2:11,0:07,355
29-Barrington,North,Friday,Full service,29 Barrington,May,19,19:52,20:16,0:24,2%,20:57,0:41,3%,-0:09,0:02,275
29-Barrington,North,Friday,Full service,29 Barrington,May,20,20:17,20:35,0:18,1%,21:01,0:26,2%,1:06,0:05,292
29-Barrington,North,Friday,Full service,29 Barrington,May,21,19:36,19:38,0:02,0%,19:47,0:09,1%,-0:44,0:02,234
29-Barrington,North,Friday,Full service,29 Barrington,May,22,19:53,19:53,0:00,0%,20:17,0:24,2%,0:24,0:06,201
29-Barrington,North,Friday,Full service,29 Barrington,May,23,20:12,20:19,0:07,1%,20:57,0:38,3%,-0:55,0:03,295
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,5,35:16,35:33,0:17,1%,36:05,0:32,2%,0:18,0:04,165
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,6,35:14,35:36,0:22,1%,35:43,0:07,0%,1:31,0:05,135
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,7,34:42,35:23,0:41,2%,36:11,0:48,2%,-0:37,0:04,99
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,8,35:17,36:01,0:44,2%,36:39,0:38,2%,2:51,0:05,111
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,9,35:26,35:55,0:29,1%,36:16,0:21,1%,1:47,0:03,126
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,10,35:03,35:31,0:28,1%,36:07,0:36,2%,2:48,0:04,154
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,11,35:14,35:52,0:38,2%,36:35,0:43,2%,1:20,0:05,145
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,12,35:14,35:23,0:09,0%,36:06,0:43,2%,2:34,0:03,160
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,13,35:29,35:42,0:13,1%,36:02,0:20,1%,1:24,0:05,147
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,14,35:04,35:45,0:41,2%,36:08,0:23,1%,2:06,0:03,130
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,15,35:28,36:01,0:33,2%,36:02,0:01,0%,0:19,0:03,145
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,16,35:00,35:00,0:00,0%,35:52,0:52,2%,0:37,0:06,135
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,17,35:16,35:54,0:38,2%,35:58,0:04,0%,0:11,0:04,154
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,18,35:08,35:20,0:12,1%,36:16,0:56,3%,-0:08,0:05,158
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,19,35:20,35:26,0:06,0%,35:52,0:26,1%,2:23,0:02,133
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,20,35:08,35:40,0:32,2%,35:58,0:18,1%,1:41,0:02,161
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,21,35:04,35:28,0:24,1%,35:49,0:21,1%,2:25,0:06,131
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,22,34:41,35:25,0:44,2%,36:13,0:48,2%,2:32,0:03,95
29-Barrington,North,Saturday,Reduced service,29 Barrington,May,23,35:21,35:28,0:07,0%,35:50,0:22,1%,0:49,0:02,90
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,5,34:32,35:11,0:39,2%,35:39,0:28,1%,1:50,0:05,150
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,6,35:00,35:22,0:22,1%,36:04,0:42,2%,-0:09,0:03,179
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,7,35:13,35:14,0:01,0%,35:18,0:04,0%,1:25,0:04,138
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,8,34:40,35:23,0:43,2%,36:23,1:00,3%,2:01,0:05,142
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,9,34:33,35:14,0:41,2%,35:49,0:35,2%,-0:15,0:03,96
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,10,35:20,35:39,0:19,1%,36:36,0:57,3%,2:27,0:02,112
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,11,35:12,35:39,0:27,1%,36:25,0:46,2%,1:25,0:05,91
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,12,34:59,35:15,0:16,1%,35:44,0:29,1%,2:54,0:04,157
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,13,34:36,34:53,0:17,1%,35:22,0:29,1%,1:51,0:03,152
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,14,35:19,36:02,0:43,2%,36:20,0:18,1%,1:35,0:02,104
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,15,34:59,35:32,0:33,2%,35:59,0:27,1%,2:50,0:03,169
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,16,34:53,35:19,0:26,1%,36:15,0:56,3%,1:29,0:02,159
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,17,35:05,35:07,0:02,0%,35:07,0:00,0%,2:53,0:05,166
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,18,34:55,35:35,0:40,2%,35:55,0:20,1%,0:18,0:04,130
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,19,34:37,34:57,0:20,1%,35:42,0:45,2%,2:36,0:03,168
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,20,34:53,35:22,0:29,1%,35:54,0:32,2%,1:28,0:05,147
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,21,35:19,35:53,0:34,2%,35:57,0:04,0%,1:16,0:03,129
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,22,35:05,35:15,0:10,0%,36:06,0:51,2%,2:31,0:04,103
29-Barrington,North,Sunday,Reduced service,29 Barrington,May,23,35:21,35:29,0:08,0%,35:56,0:27,1%,-0:05,0:04,100
29-Barrington,North,Monday,Full service,29 Barrington,June,5,20:16,20:53,0:37,3%,21:33,0:40,3%,0:28,0:04,152
29-Barrington,North,Monday,Full service,29 Barrington,June,6,20:13,20:47,0:34,3%,21:18,0:31,3%,-0:11,0:04,295
29-Barrington,North,Monday,Full service,29 Barrington,June,7,14:39,14:52,0:13,1%,17:42,2:50,19%,7:05,0:05,304
29-Barrington,North,Monday,Full service,29 Barrington,June,8,15:26,16:05,0:39,4%,18:28,2:23,15%,2:20,0:10,267
29-Barrington,North,Monday,Full service,29 Barrington,June,9,14:37,15:18,0:41,5%,17:58,2:40,18%,8:04,0:07,303
29-Barrington,North,Monday,Full service,29 Barrington,June,10,20:24,20:28,0:04,0%,20:48,0:20,2%,2:49,0:03,299
29-Barrington,North,Monday,Full service,29 Barrington,June,11,20:16,20:34,0:18,1%,20:49,0:15,1%,-0:47,0:06,267
29-Barrington,North,Monday,Full service,29 Barrington,June,12,19:54,24:28,4:34,23%,24:36,0:08,1%,-0:47,0:04,163
29-Barrington,North,Monday,Full service,29 Barrington,June,13,20:10,20:42,0:32,3%,20:55,0:13,1%,0:00,0:02,220
29-Barrington,North,Monday,Full service,29 Barrington,June,14,20:27,20:29,0:02,0%,21:15,0:46,4%,0:01,0:06,202
29-Barrington,North,Monday,Full service,29 Barrington,June,15,19:32,20:16,0:44,4%,20:39,0:23,2%,0:35,0:06,158
29-Barrington,North,Monday,Full service,29 Barrington,June,16,14:33,14:54,0:21,2%,20:46,5:52,40%,9:42,0:08,312
29-Barrington,North,Monday,Full service,29 Barrington,June,17,15:24,15:47,0:23,2%,22:22,6:35,43%,2:46,0:07,322
29-Barrington,North,Monday,Full service,29 Barrington,June,18,14:32,15:03,0:31,4%,18:06,3:03,21%,10:00,0:10,300
29-Barrington,North,Monday,Full service,29 Barrington,June,19,19:31,19:55,0:24,2%,20:14,0:19,2%,1:38,0:05,164
29-Barrington,North,Monday,Full service,29 Barrington,June,20,20:05,20:16,0:11,1%,20:49,0:33,3%,1:10,0:06,266
29-Barrington,North,Monday,Full service,29 Barrington,June,21,20:10,20:30,0:20,2%,20:58,0:28,2%,1:41,0:02,274
29-Barrington,North,Monday,Full service,29 Barrington,June,22,19:38,20:17,0:39,3%,20:18,0:01,0%,-0:10,0:03,234
29-Barrington,North,Monday,Full service,29 Barrington,June,23,20:16,20:47,0:31,3%,21:13,0:26,2%,-0:53,0:05,174
29-Barrington,South,Tuesday,Full service,29 Barrington,June,5,19:39,19:56,0:17,1%,20:50,0:54,5%,2:09,0:05,224
29-Barrington,South,Tuesday,Full service,29 Barrington,June,6,20:09,20:50,0:41,3%,21:40,0:50,4%,-0:08,0:02,295
29-Barrington,South,Tuesday,Full service,29 Barrington,June,7,14:43,15:27,0:44,5%,21:06,5:39,38%,7:12,0:10,367
29-Barrington,South,Tuesday,Full service,29 Barrington,June,8,15:05,15:46,0:41,5%,19:46,4:00,27%,5:20,0:06,427
29-Barrington,South,Tuesday,Full service,29 Barrington,June,9,14:51,15:35,0:44,5%,21:22,5:47,39%,2:10,0:10,417
29-Barrington,South,Tuesday,Full service,29 Barrington,June,10,20:23,35:00,14:37,72%,35:39,0:39,3%,2:04,0:02,280
29-Barrington,South,Tuesday,Full service,29 Barrington,June,11,20:13,20:55,0:42,3%,21:32,0:37,3%,0:27,0:06,233
29-Barrington,South,Tuesday,Full service,29 Barrington,June,12,19:33,19:40,0:07,1%,19:41,0:01,0%,2:03,0:03,190
29-Barrington,South,Tuesday,Full service,29 Barrington,June,13,19:49,20:19,0:30,3%,20:24,0:05,0%,1:53,0:05,167
29-Barrington,South,Tuesday,Full service,29 Barrington,June,14,20:07,20:37,0:30,2%,21:20,0:43,4%,1:29,0:05,271
29-Barrington,South,Tuesday,Full service,29 Barrington,June,15,20:30,20:56,0:26,2%,21:41,0:45,4%,2:12,0:05,212
29-Barrington,South,Tuesday,Full service,29 Barrington,June,16,14:53,15:15,0:22,2%,19:08,3:53,26%,8:07,0:10,234
29-Barrington,South,Tuesday,Full service,29 Barrington,June,17,15:02,15:07,0:05,1%,18:40,3:33,24%,9:49,0:08,319
29-Barrington,South,Tuesday,Full service,29 Barrington,June,18,14:47,15:05,0:18,2%,18:26,3:21,23%,7:33,0:07,244
29-Barrington,South,Tuesday,Full service,29 Barrington,June,19,20:13,20:23,0:10,1%,20:38,0:15,1%,1:54,0:03,260
29-Barrington,South,Tuesday,Full service,29 Barrington,June,20,19:58,20:40,0:42,4%,20:49,0:09,1%,0:48,0:02,300
29-Barrington,South,Tuesday,Full service,29 Barrington,June,21,20:12,20:25,0:13,1%,21:05,0:40,3%,0:25,0:02,262
29-Barrington,South,Tuesday,Full service,29 Barrington,June,22,19:48,20:18,0:30,3%,21:10,0:52,4%,2:24,0:04,231
29-Barrington,South,Tuesday,Full service,29 Barrington,June,23,20:04,20:47,0:43,4%,20:47,0:00,0%,0:24,0:03,203
29-Barrington,North,Wednesday,Full service,29 Barrington,June,5,19:52,20:17,0:25,2%,21:13,0:56,5%,1:11,0:03,232
29-Barrington,North,Wednesday,Full service,29 Barrington,June,6,20:28,21:01,0:33,3%,21:39,0:38,3%,-0:38,0:03,222
29-Barrington,North,Wednesday,Full service,29 Barrington,June,7,14:56,14:56,0:00,0%,17:03,2:07,14%,4:07,0:11,262
29-Barrington,North,Wednesday,Full service,29 Barrington,June,8,14:44,15:18,0:34,4%,20:16,4:58,34%,9:16,0:06,433
29-Barrington,North,Wednesday,Full service,29 Barrington,June,9,14:33,15:01,0:28,3%,21:10,6:09,42%,8:33,0:05,402
29-Barrington,North,Wednesday,Full service,29 Barrington,June,10,20:23,30:34,10:11,50%,30:35,0:01,0%,-0:17,0:03,187
29-Barrington,North,Wednesday,Full service,29 Barrington,June,11,20:17,20:21,0:04,0%,21:02,0:41,3%,0:55,0:04,269
29-Barrington,North,Wednesday,Full service,29 Barrington,June,12,19:52,19:58,0:06,1%,20:10,0:12,1%,2:31,0:06,174
29-Barrington,North,Wednesday,Full service,29 Barrington,June,13,19:42,20:21,0:39,3%,21:00,0:39,3%,0:22,0:05,247
29-Barrington,North,Wednesday,Full service,29 Barrington,June,14,19:48,20:11,0:23,2%,20:25,0:14,1%,2:13,0:04,267
29-Barrington,North,Wednesday,Full service,29 Barrington,June,15,19:52,20:25,0:33,3%,21:06,0:41,3%,-0:13,0:04,263
29-Barrington,North,Wednesday,Full service,29 Barrington,June,16,14:50,15:24,0:34,4%,20:27,5:03,34%,8:29,0:07,394
29-Barrington,North,Wednesday,Full service,29 Barrington,June,17,14:44,15:15,0:31,4%,19:54,4:39,32%,4:10,0:05,429
29-Barrington,North,Wednesday,Full service,29 Barrington,June,18,14:45,15:30,0:45,5%,18:36,3:06,21%,7:05,0:10,400
29-Barrington,North,Wednesday,Full service,29 Barrington,June,19,20:22,20:43,0:21,2%,21:38,0:55,5%,-0:12,0:04,253
29-Barrington,North,Wednesday,Full service,29 Barrington,June,20,19:40,26:53,7:13,37%,27:16,0:23,2%,0:59,0:02,172
29-Barrington,North,Wednesday,Full service,29 Barrington,June,21,20:13,20:39,0:26,2%,21:03,0:24,2%,-0:19,0:06,287
29-Barrington,North,Wednesday,Full service,29 Barrington,June,22,19:40,20:05,0:25,2%,20:42,0:37,3%,2:15,0:03,296
29-Barrington,North,Wednesday,Full service,29 Barrington,June,23,19:55,20:29,0:34,3%,20:43,0:14,1%,1:56,0:03,236
29-Barrington,South,Thursday,Full service,29 Barrington,June,5,19:41,19:44,0:03,0%,19:45,0:01,0%,-1:00,0:06,186
29-Barrington,South,Thursday,Full service,29 Barrington,June,6,20:06,20:51,0:45,4%,21:00,0:09,1%,-0:34,0:02,298
29-Barrington,South,Thursday,Full service,29 Barrington,June,7,14:34,14:44,0:10,1%,20:28,5:44,39%,2:13,0:12,330
29-Barrington,South,Thursday,Full service,29 Barrington,June,8,15:19,15:51,0:32,3%,19:08,3:17,21%,7:54,0:05,376
29-Barrington,South,Thursday,Full service,29 Barrington,June,9,15:07,15:20,0:13,1%,22:00,6:40,44%,4:22,0:05,310
29-Barrington,South,Thursday,Full service,29 Barrington,June,10,19:45,20:10,0:25,2%,20:48,0:38,3%,1:11,0:05,171
29-Barrington,South,Thursday,Full service,29 Barrington,June,11,20:19,20:51,0:32,3%,21:46,0:55,5%,1:02,0:02,262
29-Barrington,South,Thursday,Full service,29 Barrington,June,12,19:57,20:30,0:33,3%,21:18,0:48,4%,2:36,0:06,237
29-Barrington,South,Thursday,Full service,29 Barrington,June,13,19:42,20:23,0:41,3%,21:05,0:42,4%,2:54,0:06,260
29-Barrington,South,Thursday,Full service,29 Barrington,June,14,19:55,20:04,0:09,1%,20:43,0:39,3%,2:41,0:02,236
29-Barrington,South,Thursday,Full service,29 Barrington,June,15,20:07,20:30,0:23,2%,20:55,0:25,2%,2:44,0:05,229
29-Barrington,South,Thursday,Full service,29 Barrington,June,16,15:27,22:35,7:08,46%,25:53,3:18,21%,2:13,0:09,439
29-Barrington,South,Thursday,Full service,29 Barrington,June,17,14:53,15:04,0:11,1%,18:29,3:25,23%,7:02,0:09,369
29-Barrington,South,Thursday,Full service,29 Barrington,June,18,15:01,15:38,0:37,4%,17:54,2:16,15%,3:17,0:11,252
29-Barrington,South,Thursday,Full service,29 Barrington,June,19,19:53,20:33,0:40,3%,21:00,0:27,2%,1:22,0:06,203
29-Barrington,South,Thursday,Full service,29 Barrington,June,20,19:57,20:39,0:42,4%,21:10,0:31,3%,-0:26,0:03,278
29-Barrington,South,Thursday,Full service,29 Barrington,June,21,19:55,20:35,0:40,3%,21:22,0:47,4%,0:17,0:04,156
29-Barrington,South,Thursday,Full service,29 Barrington,June,22,19:37,20:15,0:38,3%,20:49,0:34,3%,-0:40,0:03,170
29-Barrington,South,Thursday,Full service,29 Barrington,June,23,19:34,20:19,0:45,4%,21:03,0:44,4%,2:18,0:03,241
29-Barrington,South,Friday,Full service,29 Barrington,June,5,19:57,20:21,0:24,2%,21:15,0:54,5%,-0:45,0:02,156
29-Barrington,South,Friday,Full service,29 Barrington,June,6,20:05,20:13,0:08,1%,21:10,0:57,5%,-0:18,0:03,290
29-Barrington,South,Friday,Full service,29 Barrington,June,7,14:52,19:30,4:38,31%,26:05,6:35,44%,9:05,0:08,264
29-Barrington,South,Friday,Full service,29 Barrington,June,8,15:23,15:42,0:19,2%,19:37,3:55,25%,2:46,0:05,321
29-Barrington,South,Friday,Full service,29 Barrington,June,9,14:35,15:17,0:42,5%,20:36,5:19,36%,7:00,0:09,319
29-Barrington,South,Friday,Full service,29 Barrington,June,10,19:35,19:48,0:13,1%,20:15,0:27,2%,2:11,0:05,289
29-Barrington,South,Friday,Full service,29 Barrington,June,11,19:48,20:26,0:38,3%,20:27,0:01,0%,-0:37,0:04,294
29-Barrington,South,Friday,Full service,29 Barrington,June,12,19:36,20:18,0:42,4%,21:14,0:56,5%,2:52,0:04,154
29-Barrington,South,Friday,Full service,29 Barrington,June,13,19:35,20:14,0:39,3%,20:52,0:38,3%,-0:12,0:03,281
29-Barrington,South,Friday,Full service,29 Barrington,June,14,19:49,19:59,0:10,1%,20:53,0:54,5%,2:04,0:04,155
29-Barrington,South,Friday,Full service,29 Barrington,June,15,20:01,20:44,0:43,4%,21:41,0:57,5%,1:55,0:06,180
29-Barrington,South,Friday,Full service,29 Barrington,June,16,14:58,15:37,0:39,4%,17:43,2:06,14%,3:04,0:09,376
29-Barrington,South,Friday,Full service,29 Barrington,June,17,15:17,15:22,0:05,1%,19:40,4:18,28%,4:29,0:09,294
29-Barrington,South,Friday,Full service,29 Barrington,June,18,15:17,15:31,0:14,2%,19:50,4:19,28%,6:32,0:05,415
29-Barrington,South,Friday,Full service,29 Barrington,June,19,20:21,20:29,0:08,1%,20:32,0:03,0%,2:42,0:02,267
29-Barrington,South,Friday,Full service,29 Barrington,June,20,19:36,19:55,0:19,2%,20:12,0:17,1%,2:36,0:03,229
29-Barrington,South,Friday,Full service,29 Barrington,June,21,19:53,20:35,0:42,4%,20:38,0:03,0%,-0:57,0:04,292
29-Barrington,South,Friday,Full service,29 Barrington,June,22,19:44,20:15,0:31,3%,20:39,0:24,2%,2:04,0:02,226
29-Barrington,South,Friday,Full service,29 Barrington,June,23,20:09,20:52,0:43,4%,21:15,0:23,2%,1:33,0:04,183
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,5,34:53,35:13,0:20,1%,36:07,0:54,3%,1:48,0:02,161
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,6,35:19,35:28,0:09,0%,36:21,0:53,3%,0:00,0:06,177
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,7,35:03,35:16,0:13,1%,35:54,0:38,2%,0:20,0:04,142
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,8,34:43,34:52,0:09,0%,35:25,0:33,2%,1:38,0:04,103
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,9,35:11,35:16,0:05,0%,35:57,0:41,2%,1:05,0:03,168
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,10,34:32,34:54,0:22,1%,35:51,0:57,3%,-0:15,0:03,111
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,11,35:04,35:43,0:39,2%,36:30,0:47,2%,-0:18,0:03,162
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,12,34:42,35:19,0:37,2%,35:41,0:22,1%,-0:11,0:06,127
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,13,35:17,35:57,0:40,2%,36:12,0:15,1%,2:59,0:05,105
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,14,35:27,35:29,0:02,0%,35:39,0:10,0%,2:06,0:03,179
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,15,34:53,35:01,0:08,0%,35:20,0:19,1%,2:31,0:05,174
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,16,34:43,35:11,0:28,1%,35:46,0:35,2%,0:11,0:06,115
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,17,35:30,35:43,0:13,1%,36:32,0:49,2%,2:08,0:06,122
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,18,35:17,35:45,0:28,1%,35:46,0:01,0%,-0:56,0:02,110
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,19,34:41,35:26,0:45,2%,35:47,0:21,1%,-0:59,0:04,155
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,20,35:07,35:52,0:45,2%,35:56,0:04,0%,0:31,0:05,157
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,21,35:11,35:42,0:31,1%,36:17,0:35,2%,-0:32,0:05,115
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,22,35:27,35:52,0:25,1%,36:26,0:34,2%,0:14,0:02,173
29-Barrington,South,Saturday,Reduced service,29 Barrington,June,23,34:49,35:15,0:26,1%,35:44,0:29,1%,1:05,0:03,138
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,5,34:39,34:48,0:09,0%,35:11,0:23,1%,0:25,0:04,163
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,6,34:56,35:23,0:27,1%,36:22,0:59,3%,-0:37,0:03,93
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,7,34:48,35:08,0:20,1%,36:02,0:54,3%,0:15,0:03,117
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,8,34:38,34:38,0:00,0%,35:00,0:22,1%,1:02,0:03,145
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,9,35:04,35:42,0:38,2%,36:09,0:27,1%,-0:23,0:05,121
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,10,35:24,35:42,0:18,1%,35:54,0:12,1%,1:12,0:04,96
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,11,35:09,35:15,0:06,0%,35:18,0:03,0%,-0:49,0:02,129
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,12,34:44,35:14,0:30,1%,36:04,0:50,2%,-0:16,0:04,126
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,13,34:38,35:20,0:42,2%,35:51,0:31,1%,0:56,0:04,126
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,14,35:30,35:58,0:28,1%,36:55,0:57,3%,-0:40,0:04,100
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,15,34:59,35:06,0:07,0%,35:50,0:44,2%,2:44,0:05,103
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,16,35:28,35:48,0:20,1%,36:12,0:24,1%,1:48,0:04,173
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,17,34:49,34:52,0:03,0%,35:06,0:14,1%,2:19,0:05,108
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,18,35:06,35:11,0:05,0%,35:40,0:29,1%,0:18,0:06,136
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,19,35:04,35:24,0:20,1%,35:58,0:34,2%,1:54,0:02,93
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,20,34:34,34:46,0:12,1%,34:56,0:10,0%,2:57,0:05,97
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,21,34:48,34:53,0:05,0%,35:32,0:39,2%,-0:04,0:06,124
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,22,35:11,35:46,0:35,2%,36:27,0:41,2%,1:48,0:05,126
29-Barrington,South,Sunday,Reduced service,29 Barrington,June,23,35:25,35:46,0:21,1%,36:35,0:49,2%,-0:22,0:03,103
29-Barrington,North,Monday,Full service,29 Barrington,July,5,19:44,20:13,0:29,2%,20:31,0:18,2%,2:22,0:02,216
29-Barrington,North,Monday,Full service,29 Barrington,July,6,19:45,19:59,0:14,1%,20:32,0:33,3%,1:07,0:04,285
29-Barrington,North,Monday,Full service,29 Barrington,July,7,14:36,15:05,0:29,3%,19:46,4:41,32%,7:33,0:09,330
29-Barrington,North,Monday,Full service,29 Barrington,July,8,15:24,16:09,0:45,5%,20:45,4:36,30%,4:17,0:06,238
29-Barrington,North,Monday,Full service,29 Barrington,July,9,14:48,14:58,0:10,1%,20:00,5:02,34%,4:45,0:07,415
29-Barrington,North,Monday,Full service,29 Barrington,July,10,19:48,19:53,0:05,0%,20:02,0:09,1%,0:29,0:06,262
29-Barrington,North,Monday,Full service,29 Barrington,July,11,20:16,20:41,0:25,2%,21:36,0:55,5%,2:21,0:05,159
29-Barrington,North,Monday,Full service,29 Barrington,July,12,19:46,20:06,0:20,2%,20:56,0:50,4%,0:18,0:06,201
29-Barrington,North,Monday,Full service,29 Barrington,July,13,20:07,29:28,9:21,46%,30:09,0:41,3%,-0:40,0:04,246
29-Barrington,North,Monday,Full service,29 Barrington,July,14,20:16,20:52,0:36,3%,21:02,0:10,1%,2:42,0:03,235
29-Barrington,North,Monday,Full service,29 Barrington,July,15,19:49,20:18,0:29,2%,20:18,0:00,0%,0:08,0:04,290
29-Barrington,North,Monday,Full service,29 Barrington,July,16,15:07,22:50,7:43,51%,27:50,5:00,33%,3:27,0:11,351
